FSC-A,SSC-A,Alexa_488-A,PI-A
149839,74694.1,3337.94,109.98
103994,38403.8,3230.55,40.0927
127164,52037.6,1780.63,135.396
262143,182161,5482.74,474.009
262143,225668,8922.15,513.578
253059,119821,6568.63,215.196
146574,48727.2,1560.75,73.1637
115329,27834.2,3997.71,162.298
122230,32517.2,1394.3,88.529
63436.6,231605,12515.6,541.996
254918,235132,11868.5,735.41
203294,83876.5,12905.8,124.711
57053.9,228853,7412.34,582.694
49754.3,262143,23848.4,170.779
157922,52594.9,3134.86,172.377
123923,46659.1,3714.36,96.3768
262143,219862,12388,794.2
141619,65684.7,1629.32,52.5116
238245,88476.9,3808.67,137.461
187553,76052.1,2706.12,243.668
126951,41019.9,1875.63,36.5956
164270,66352.4,6038.7,154.643
155463,90801.8,14741.7,253.306
160682,65980,1817.67,137.433
116691,58198.1,2093.17,15.8333
101669,36108.2,3229.04,135.038
39849.9,262143,5485.22,1034.43
262143,176816,3590.86,533.377
225582,85403.3,1737.12,304.468
216279,107977,6531.87,409.904
26481,45201.4,44065.3,654.619
113351,24454.7,1464.38,105.932
210191,105373,4931.05,245.293
185487,108334,7902.21,152.798
262143,115649,3940.71,226.898
116658,50472.2,2986.58,85.8028
8131.2,8960.21,1759.84,50.6942
193440,123733,4450.68,460.488
229171,128701,33009.1,334.621
86260.2,74626.3,54378.8,766.938
85988.3,68823.5,37308.4,1816.12
134700,66363,3826.85,88.7217
104343,51137.2,4652.52,64.6825
52555.4,52811.6,82479.8,5068.54
101377,35719.8,2256.18,48.1884
213932,92819.4,4858.22,122.426
190931,140828,7814.65,336.851
114386,166596,125690,7355.78
128549,41203.4,4798.88,77.4319
74383.8,123630,46131.3,4080.48
121749,30814.8,2660.14,91.7232
189878,141719,10002.1,287.368
127071,54822.6,3506.88,56.5319
132708,60626.7,2091.51,-7.54493
42945.8,46006,41515.1,8174.32
262143,97191.1,4151.23,263.054
17110.7,14834.8,18151.7,14963.4
103789,35669.3,3547.91,71.842
110419,46468.9,4366.97,87.2898
108155,37620.4,1795.64,118.323
109534,51008.2,5642.17,156.461
261313,262143,71934.8,274.84
179551,110605,19288.9,387.049
262143,239723,5926.9,554.414
88621.3,26524.2,1077.36,-0.550746
121245,55393.2,6942.85,103.922
194691,147884,31423.5,309.782
226472,72675.2,5995.05,98.9927
262143,230739,13494.4,702.642
126973,70866.4,4436.09,101.03
48356.9,262143,5477.37,1578.4
12177.4,46824,882.949,108.107
230729,220505,18636.9,415.852
109028,153143,70431.1,6707.28
118932,31954.6,2777.85,111.549
215783,72082,4453.43,87.1523
130283,89796.3,24342.9,227.449
152251,61439.4,2591.3,75.229
262143,262143,13579.9,672.242
262143,262143,18328.7,1091.23
262143,171371,4828.75,510.164
122981,33085.1,1801.56,72.4203
235603,102868,3746.72,251.626
149604,62230.7,2001.88,210.459
129647,48118.1,1321.05,129.393
123308,40753.9,2165.72,48.3536
148618,80019.5,3198.61,133.413
219277,125486,5533.96,347.535
117767,55010.1,3173.69,76.7159
120800,46208.2,6048.33,177.967
262143,262143,17764.2,1256.56
188341,130103,3801.79,299.401
92706.2,74762,1715.65,106.951
212671,79071.2,5302.24,97.8087
224288,80374.6,3105.4,214.314
121654,43953.8,3898.86,73.5492
227778,117595,3135.28,381.046
154706,56717.9,1827.3,134.156
147280,37220.1,4984.06,87.6202
262143,262143,14406,1309.07
262143,262143,23617.7,1068.52
262143,204495,55124,497.635
181087,84441.7,43953.9,185.759
143353,51848.7,2489,127.3
60434,40611.6,53273.7,4530.2
110430,40151.4,2422.22,143.354
229870,262143,9875.73,673.481
43817.8,262143,10551.9,1147.16
240751,85379.4,17200.5,243.228
141244,48320.2,3209.35,119.122
17850.8,22152.5,23655.7,262.916
98084.8,29365.1,3016.87,48.9044
117953,29319.9,794.007,146.328
242032,88077.9,4181.38,67.932
90026.6,41672.9,1931.39,90.7869
262143,262143,16826.3,1179.1
150985,55782.9,2026.8,174.057
100575,18223.7,522.913,37.6696
113440,63385.1,3002.14,63.2232
133070,45589.7,2662.48,94.9174
82283.5,133883,142649,5759.31
119772,35433.9,1962.51,19.0275
94124.8,34811.4,953.717,78.7261
16433.1,13996.9,7014.72,36.9262
125176,71049.9,13558.3,90.4016
125866,57164.7,19752,290.755
125094,58732.8,2346.09,106.73
134746,52294.3,9119.17,219.161
149369,94475.2,43903.9,140.242
114276,30546.1,1125.13,93.5957
68294.2,19221.2,605.109,13.713
262143,173898,7227.99,444.545
122668,31048.9,2529.34,149.494
234210,75750.2,7522.9,168.714
116880,41921.6,2796.86,67.8493
10082.2,16787.3,2532.37,66.0044
114781,26549.5,3151.52,178.683
93221,26364.6,1173.73,126.281
195999,102224,6750.09,262.558
110536,39052.8,2500.29,80.9014
126129,40425.4,6621.36,100.177
51863.7,262143,17704,315.427
262143,214020,6020.38,523.959
54803.8,35604.1,57302.9,5454.51
262143,183996,8785.3,498.929
255756,217655,8069.49,501.573
136451,46391.7,3615.92,109.897
21216.8,75675.7,12697.6,78.4505
236491,98695.3,15287.4,288.524
262143,239215,71400.5,4687.24
151245,55500.9,1778.15,120.278
123029,45049.8,2929.72,109.126
262143,262143,200856,9060.32
262143,209063,15646.9,617.169
9910.56,10412.6,2493.41,30.042
111434,36056.3,2850.14,93.6232
48682.5,58364.4,40972,8206.05
188706,55754.9,4200.24,132.009
131366,39536.9,2137.91,73.7696
262143,259542,7214.63,697.796
127287,34947.1,1091.54,150.238
8678.56,88320,1741.67,285.633
262143,176813,6144.44,267.652
262143,150326,10138.6,412.548
166520,112475,5848.42,301.797
117337,45418.2,1869.16,154.506
262143,262143,192074,20356.2
262143,198526,13701.8,544.364
162327,79839.9,828.428,214.425
123645,36974,2680.38,155.332
262143,219528,11560.4,3896.51
161689,72265.6,7828,176.7
214889,60304.9,4739.81,82.884
121416,25631.8,2408.04,85.6652
108321,40126.1,645.862,71.6768
74308.1,67750.2,35879.4,345.552
128154,36348.9,5086.22,90.1261
46599.5,239307,12510.4,408.115
262143,262143,40109.8,521.839
99667,148029,56836.6,6194.28
153549,66752.7,4548.85,157.122
132964,68147.9,13648.3,81.0665
112971,41868.4,2227.68,40.5884
34548.8,262143,6078.35,928.522
127266,39789.6,6577.44,140.38
17740.8,17599.9,857.616,215.141
132510,80059.4,44417.6,110.557
5183.2,1675.8,43.2319,6.58116
83665.1,76416.5,55300.3,569.34
137898,41543.9,376.007,150.128
132935,59130.5,1742.08,135.203
262143,120717,9345.11,367.113
262143,262143,10565.9,1033.32
201235,75867.2,3777.56,142.72
131822,43908.6,2164.62,6.16813
262143,250113,6757.39,615.187
60377.7,69025.7,55966.3,3153.2
175852,47701.8,3893.62,32.7682
245051,81204.5,3756.49,153.872
106053,30856,3108.98,85.4175
111138,34613.3,3364.51,83.6551
204471,71038,4303.91,252.37
109293,40815,2672.94,56.7797
202436,49912.2,1272.45,149.907
41142.6,262143,6317.64,703.523
262143,262143,22524.1,1032.03
246679,70827.8,3266.21,42.5984
125725,41448.1,2471.24,145.309
167233,69927.4,3371.54,173.038
195921,102124,5757.96,155.662
138399,66512,4438.84,86.7942
25657.3,29205.5,14901.2,3631.78
131585,55481,1392.23,175.681
129990,43169.1,2930.96,96.7347
95355,19954,1998.86,107.749
80677.5,88898.5,93728,4839.16
262143,220428,9427.58,712.803
262143,262143,13153,1483.73
144082,63099.2,5157.54,95.1376
212281,105489,5805.74,249.809
47044.8,262143,3086.26,1070.69
178747,65795.1,6058.8,272.829
114989,51919.2,758.486,155.745
43795,72896,19900.4,136.552
136602,55159.1,4054.85,109.622
150656,87992.8,2880.7,107.171
101246,55437.1,3765.03,41.9101
136972,67275.4,34680.5,45.6273
262143,247599,89322.9,558.048
48534.6,262143,13776.9,564.025
70997.5,51713.1,20314.7,183.226
189477,179688,18391.3,158.884
114274,42280.7,1529.78,90.3464
218835,127093,3954.34,409.794
109434,262143,7372.14,133.523
12684.3,8829.87,486.152,19.5783
261528,117561,3945.8,295.657
131406,44114.8,2083.8,122.756
124147,67196.9,54261.9,313.252
262143,262143,27736,4200.93
126281,42951,2759.27,137.819
136351,35660,1239.13,57.4957
262143,262143,78623.9,5403.32
128825,58436.2,4968.5,70.3
194071,125253,69857.5,4569.47
131556,78490,5468.42,244.797
5651.36,5820.08,18690.4,227.449
262143,73465.2,2151.96,146.135
248198,78459.4,1805.55,192.093
114128,31986.5,1548.5,49.4
262143,178850,18384.8,383.194
117519,38112.5,2726.78,77.0464
262143,262143,45556.6,3044.3
136219,44340.9,3027.88,111.659
141228,72434.5,30663.4,370.059
31244.4,45585.8,35828.6,2622.5
104782,37988.8,4809.48,37.9174
262143,151593,5304.03,492.21
6372.08,1069.32,744.304,-8.34349
113350,67069.2,4914.25,107.364
113117,38061.9,2392.9,90.8145
118978,62802.6,2608.92,98.4971
262143,211769,28335.9,516.359
116817,42147.7,4958.86,233.177
153101,136411,17301.8,293.894
51493.2,262143,3984.63,1410.3
29832,56515.7,45983,735.411
114531,32462.6,4151.5,114
145931,67203.6,7474.3,56.2288
114584,29954.3,3089.43,14.9246
215462,60953.9,2719.62,148.641
140570,71858.6,4176.97,218.39
121941,70150.9,7068,102.6
262143,110071,7148.96,290.535
110128,28974.1,12900.3,99.9842
98003,43034.8,3510.18,23.4885
262143,176593,6053.29,314.601
129587,36170.7,2119.33,100.039
209378,76381.9,4495.43,305.625
125279,41734.1,2708.33,75.3391
191044,113985,5931.3,151.257
262143,110836,7448.55,287.093
243412,100216,12637.1,85.7477
121845,24742,1785.45,47.3073
192567,166995,7928.09,425.958
112593,46174.9,4160.72,114.854
262143,160257,13034.1,464.123
138969,53488.6,3150.56,135.12
262143,262143,11936.1,817.496
140868,86906.2,2830.04,241.438
116725,37387.6,3354.88,100.232
133966,41651.6,1674.62,118.241
114704,35153.2,4041.36,5.1493
120541,34959.1,3299.67,107.033
219262,146244,7820.29,293.701
251703,128438,4737.61,237.913
262143,123719,16501.9,273.27
148216,76475,3557.13,179.096
8261.44,12571.2,44566,302.155
75956.3,64570.2,72472.2,3719.04
144233,35972.5,1784.62,68.8681
153001,41887,4200.38,90.7319
259650,249414,9511.57,285.248
223594,95297.2,4476.29,191.102
19722.6,14824.2,446.638,42.3232
262143,262143,66278.9,6480.46
195885,80675.1,2766.57,197.848
202706,64008.9,1543.27,234.719
262143,262143,17127,1337.55
212586,118347,37748.6,380.358
181242,77789,9208.67,295.133
262143,124561,9018.8,916.957
149646,93229,4662.85,134.322
143020,39913.3,2798.65,156.351
134532,49226,2842.84,126.694
151314,65902.8,1733.27,116.919
262143,208464,40711.2,306.726
131392,46337.2,3400.31,111.384
141267,45454.1,4075.36,64.0769
151100,92302,4223.37,180.004
258372,128622,5395.59,414.53
221260,68209.1,1904.13,256.996
9185.44,12768,137.406,9.14203
262143,124821,3539.65,220.951
134063,65116.8,5179.98,110.117
262143,168363,9024.86,483.977
128344,61890.2,5108.11,110.613
154059,81752.4,1888.16,110.806
239934,139944,3283.28,390.574
191069,59631.9,5497.06,171.22
120129,81390.7,5470.49,144.345
138777,61078.9,4335.44,163.18
119667,38358.5,2976.67,65.2333
124120,34521.5,1594.76,65.5913
198422,62363.7,3221.19,160.316
209991,102351,7152.4,256.115
262143,171591,9093.29,491.301
262143,257299,16158.3,717.291
132529,64852.1,6173.35,71.6217
174695,103236,3917.72,204.126
214118,89595.5,11381.6,231.993
110707,32566.4,2842.29,65.7015
70666.6,54177.6,2364.95,117.607
142138,55664.5,6477.9,191.514
114797,74303.1,24863.2,105.078
262143,173373,9502.48,482.517
40820.6,67645.1,14032.2,152.716
160939,55962.4,4354.3,213.956
179355,90301.7,3786.51,199.528
169212,112232,2586.62,241.741
186391,105831,13140.6,357.448
262143,262143,26535.3,633.802
115355,38442.3,4116.25,133.964
42298.1,194096,15547.2,177.581
132780,64535.6,2731.46,70.1348
262143,262143,6577.72,29637
86761.8,109053,29892.5,4846.93
262143,127934,6617.37,406.104
237656,146349,9275.17,321.733
121025,67014.7,9650.21,55.8985
9970.4,16517.3,3332.71,228.799
160010,87374.4,4687.49,87.3725
151356,67969.6,7242.72,84.4262
7423.68,11344.9,748.848,26.0217
150293,76533.5,41081.6,433.503
134495,88766.9,35240.3,-19.6886
239721,82957.4,3722.62,120.168
182657,57162.1,9336.44,147.952
106792,58812.6,3094.93,225.852
262143,221744,9341.25,578.564
110493,60428.6,4041.22,166.126
98528.3,41703.5,2764.91,54.7695
195007,77590.9,8135.99,142.473
188591,94464.6,3389.57,311.875
147673,81642.1,4090.09,209.358
171906,71620.5,5562.73,86.3812
136792,34871.3,1885.82,27.8116
217436,82875,7723.36,119.177
33354.6,105514,10556,773.355
163248,112071,5251.71,337.099
40738.7,123754,13269.4,106.152
22641.5,81892.1,1559.51,72.2551
93693.6,62690.9,1597.93,140.325
262143,112251,6300.57,262.448
262143,199652,8189,503.5
137298,66635.7,1725.28,156.874
154482,106657,4882.86,235.077
111421,50188.9,3261.8,179.757
79405.9,99714.1,35824.9,2313.87
125255,47318.7,4079.91,164.942
113749,88140.4,3391.78,276.546
73307.5,14272.2,1714.82,75.3116
71376.8,86666.8,85995.7,5035.58
117022,117052,5325.09,188.458
214000,71957,3779.35,257.822
128725,36027,1717.71,126.199
158134,78867.7,3428.67,146.961
99111.8,67705,4498.18,131.788
262143,255764,10764.6,735.685
262143,138694,4134.84,480.094
107075,28701.4,2177.43,104.225
107635,29556.6,1421.97,91.0898
126079,36154.7,6760.42,79.4971
229593,98828.3,6481.48,195.617
119402,46145.7,894.239,114.909
145481,84864.6,6537.65,86.0783
173122,108745,10868.4,216.27
192418,111231,3469.43,178.325
13925.1,53043.1,452.971,58.7899
210773,100815,6992.69,204.016
124267,36505.8,3663.15,103.151
147348,62033.9,2794.79,221.501
109511,39318.8,7526.34,147.594
227115,107452,42494.7,506.309
50106.3,41872.4,28592.5,609.982
128847,55238.9,3606.97,172.79
78533.8,262143,1585.67,249.561
109235,43749,1877.83,160.867
216574,72064.7,4077.43,83.3246
47086.2,123225,25278.7,631.461
261075,243898,11731,554.745
127215,36093.5,2614.57,95.2478
174569,63277.4,1429.68,67.1884
139329,38558,580.051,78.0927
93367.1,85020.3,2679.41,218.17
212561,134721,5529.55,271.893
98922.6,26598.7,869.044,74.2652
240317,73450.6,7951.64,150.623
233566,140239,5872.79,350.702
108808,37915.6,3292.37,60.3044
51730.8,262143,13352.9,6706.5
121458,43159.8,2436.68,91.8884
262143,117209,5041.47,191.79
173669,141456,8063.57,347.975
197861,95758.7,5941.49,208.972
108039,58442.9,6972.17,36.7609
32155.2,262143,3831.8,783.956
41297.5,262143,9764.21,245.898
262143,189643,4796.67,471.861
112299,70319.8,3376.08,154.203
170320,58091.7,1227.84,130.494
125494,56995.8,4204.92,58.597
122955,40373.5,4842.52,79.8826
142243,48345.5,3452.08,152.303
262143,262143,11170.1,511.376
262143,172832,10265.1,517.158
125236,34388.5,1345.15,114.551
116127,34074.6,1511.05,64.7928
111669,148443,118267,9412.99
197566,64648.6,5259.15,103.151
65654.2,72082,80976.3,4036.92
122220,29389,3309.03,146.41
113353,38760.2,1251.8,77.129
130275,62944.9,1548.64,141.123
19626.6,74684.8,3265.66,659.906
218342,161978,12805.9,512.477
120928,34824.7,3019.76,152.991
125032,34992.3,626.312,80.9841
122166,63479.6,5758.1,194.186
109242,41839.1,3215.82,81.0115
229926,96588.6,4030.75,217.564
63903,262143,7559.94,902.252
262143,234750,12658.8,613.012
106074,110000,63970.4,2925.56
126980,43628,3456.21,137.599
184148,93030.8,6797.73,118.681
238971,56393.3,1160.93,81.4246
201682,116730,8948.17,306.561
94373.8,42965.7,2970.75,71.2362
262143,262143,17918.4,924.831
41792.1,262143,2563.21,3694.4
109564,40058.3,2129.65,63.2783
38930.3,23223.1,4526.82,71.5115
136799,46268,1986.33,153.239
81123.7,106421,42238.7,619.977
206548,207443,55835.4,219.849
86267.3,53102.9,43519.4,10728.8
230996,106812,21077.7,213.736
262143,203781,21011.4,132.559
29688.6,25820.6,34288.3,949.064
262143,115427,4627.88,218.032
137808,42122.4,5070.11,91.6131
133616,52593.5,1433.67,160.261
193875,81401.3,2191.88,145.859
95201,160015,114959,6183.26
143180,70156.2,7531.99,24.6449
132973,45599.1,2583.72,84.4536
250700,119685,7604.82,320.411
109849,90070.3,9264.98,317.217
124454,44923.4,6998.75,-16.1638
96961.9,25183.6,3486.36,88.7767
30661.8,130806,2086.56,135.12
262143,101028,9024.31,170.284
199019,115475,7555.12,391.841
141512,53098.9,1960.99,100.672
117358,36209.3,2454.86,69.7493
8754.24,52973.9,206.797,-33.071
113844,38260.1,1552.08,106.703
262143,151319,9033.12,334.868
172677,78630.9,3272.27,234.719
230409,113335,4437.19,103.316
163933,72137.9,8978.74,120.609
131485,50053.2,5026.19,145.116
133543,40839,3331.61,40.313
111224,38675.1,963.768,97.9188
130845,37502,2639.9,28.1145
120627,44451.3,3489.12,87.8405
262143,126482,4469.54,258.565
122824,39123.3,1390.72,57.8261
62172,57715.4,84756.3,8332.44
66128.5,56346.8,13365,2488.94
154469,67449.6,3320.87,121.104
109229,35777,2052,81.6999
151056,44839.6,1709.04,106.538
126958,46663.1,3908.77,120.719
240909,127676,7289.39,295.987
151333,64039.5,2821.91,96.5695
140153,40781.8,8849.73,173.781
262143,262143,12097.1,671.003
262143,175318,9596.38,487.832
142949,41300.5,1755.57,133.275
262143,200353,37161.7,304.606
110158,36536.4,1053.4,119.314
113138,51807.5,1376.26,109.291
121795,46777.4,1742.22,147.126
74643.4,60769,36747.1,420.285
239623,182943,4602.82,481.912
114106,40228.5,972.993,18.9725
116157,28829.1,3040.55,64.7928
130706,46647.1,2250.4,119.314
38646.1,262143,17879.3,4680.75
131337,37753.4,2968.54,66.6652
137756,51105.3,2005.05,59.0927
99888.8,33993.5,1426.24,128.209
114370,33164.9,2025.01,165.355
114243,31938.6,410.014,22.8551
114933,70484.7,3231.93,92.8246
15101.7,22137.9,13966.9,87.1247
114491,67501.5,5652.91,115.57
226124,69985.9,8850.28,21.9738
160715,58885.8,1159.96,157.562
113875,25900.4,1474.98,26.5174
116525,29459.5,2254.12,108.741
154378,61029.7,3581.91,170.669
239013,82769.9,4375.37,109.704
141460,60122.7,2362.06,119.92
262143,262143,35965.9,1994.62
127455,48296.3,1891.88,86.9319
262143,260536,9245.7,669.571
262143,140477,10518.4,258.125
172067,181332,6730.82,269.112
87548.6,185640,61612.7,10635.2
245114,93742.4,3707.89,174.387
262143,262143,27504.2,1398.98
68413.8,67900.5,7185.99,2154.57
245633,240113,117801,29102.5
168891,59630.6,2348.57,135.148
132317,66400.3,4639.44,142.28
157902,55516.9,1552.22,105.326
184704,75525.4,2398.68,179.288
122043,32482.6,1535.01,77.9275
35883.8,262143,4950.88,392.832
146429,82812.5,7934.29,204.401
262143,113928,6362.11,192.313
125199,39229.7,1056.01,133.055
119658,36847.7,3353.09,104.83
57072.4,48470.5,77216.5,7546.99
226822,78714.7,1529.36,227.477
87534.5,74351,46611.1,5919
111240,48905.4,4616.04,150.238
219938,81662,6575.93,235.325
262143,262143,30570.4,647.707
124000,43856.8,4283.4,125.015
205133,98224.5,7223.58,235.903
261398,130454,5396.96,334.262
146172,48260.4,3019.49,89.2449
119475,60380.7,2606.86,105.849
118000,48486.5,1385.07,74.3753
143497,59240.9,3320.32,113.312
173958,224919,53231.1,526.74
133326,66259.3,1984.26,266.991
145929,59774.2,3009.71,120.499
262143,262143,83090.6,2166.3
262143,165408,6007.17,443.333
214899,85682.6,8889.66,160.206
129569,56514.4,2878.64,127.823
205278,83493.4,6400.8,164.529
44352,262143,6977.41,782.442
134252,65256.5,34526.7,80.6255
144265,48575.6,2153.47,117.69
97885,33524,2893.37,47.0043
112007,28936.8,2713.7,61.5434
77068.6,107459,128859,5671.88
100348,33426.9,2326.67,88.0609
125198,34111.8,1233.07,51.5754
202734,146976,91650.1,5880.8
262143,262143,9407.62,619.841
175871,96667.1,853.073,154.175
43101.5,29987.5,2112.85,736.649
107128,69364.8,3201.5,144.4
115407,41489.4,675.739,52.2087
262143,170406,7257.17,312.261
243276,99120.9,7642.82,193.112
